Symbol,US Trading Venue,Trading Date,OTC Tier,Caveat Emptor,Security Type,Security Class,Security Name,Country of Domicile,Company Name
SALDF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SALAMANDER ENGY PLC ORD,United Kingdom,Salamander Energy Plc.
SALL,OTC Link,04/01/2018,OTCQB,N,Common Stock,,SHENG YING ENTERTAINMENT,Macau,Sheng Ying Entertainment Corp.
SALN,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,SALON CITY INC NEW,USA,"Salon City, Inc."
SANP,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,SANTO MINING CORP,USA,Santo Mining Corp
SANT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SANTEON GROUP INC,USA,"Santeon Group, Inc."
SAPGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SAP SE ORD,Germany,SAP SE
SAPIF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SAPUTO INC,Canada,Saputo Inc.
SAPMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SAIPEM SPA ORD NEW,Italy,Saipem S.p.A.
SAPMY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SAIPEM SPA UNSP/ADR,Italy,Saipem S.p.A.
SAPX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SEVEN ARTS ENTMT INC,USA,"Seven Arts Entertainment, Inc."
SARA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SARATOGA RESOURCES INC,USA,"Saratoga Resources, Inc."
SARDY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SANFORD LTD UNSP/ADR,New Zealand,Sanford Ltd.
SARHY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SARE HLDGS SA B S/ADR,Mexico,SARE Holdings S.A. de C.V.
SASDY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SAS AB UNSP/ADR,Sweden,SAS AB
SASOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SASOL LTD ORD,South Africa,Sasol Ltd.
SATLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,START TODAY CO LTD ORD,Japan,"Start Today Co., Ltd."
SAUHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,STRAUMANN HLDG N AKT,Switzerland,Straumann Holding AG
SAUHY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,STRAUMANN HLDG UNSP/ADR,Switzerland,Straumann Holding AG
SAUNF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,AUSNET SERVICES STPLD SEC,Australia,Ausnet Services
SAVXY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SAHAVIRIYA STEEL IND ADR,Thailand,Sahaviriya Steel Industries PLC
SAWLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SHAWCOR LTD NEW,Canada,ShawCor Ltd.
SAXJY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SA SA INTL UNSP/ADR,China,Sa Sa International Holdings Ltd.
SAXPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,B,SAMPO OYJ A,Finland,Sampo OYJ
SAXPY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SAMPO OYJ UNSP/ADR,Finland,Sampo OYJ
SAYC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,CHINA SHIANYUN GRP CORP,China,"China Shianyun Group Corp., Ltd."
SBAZ,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,STATE BANK CORP (AZ),USA,State Bank Corp.
SBBG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SEIBELS BRUCE GROUP INC,USA,"Seibels Bruce Group, Inc. (THE)"
SBBI,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,S.B.C.P. BANCORP INC,USA,"S.B.C.P. Bancorp, Inc."
SBBSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SABANA SHARIAH COMPLIANT,Singapore,Sabana Shariah Compliant Industrial Real Estate Investment Trust
SBDG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SMALL BUSINESS DEV GRP,USA,"Small Business Development Group, Inc."
SBES,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SOUTH BEACH SPIRITS INC,USA,"South Beach Spirits, Inc."
SBFFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SBM OFFSHORE NV ORD,The Netherlands,SBM Offshore NV
SBFFY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SBM OFFSHORE NV ADR,The Netherlands,SBM Offshore NV
SBFM,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SUNSHINE BIOPHARMA INC,Canada,Sunshine Biopharma Inc.
SBGOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,STANDARD BANK GROUP ORD,South Africa,Standard Bank Group Ltd.
SBGSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SCHNEIDER ELECTRIC SA,USA,Schneider Electric SE
SBGSY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SCHNEIDER ELEC UNSP/ADR,USA,Schneider Electric SE
SBHGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SBI HOLDINGS INC ORD,Japan,"SBI Holdings, Inc."
SBHMY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SINO BIOPHARM UNSP/ADR,Hong Kong,Sino Biopharmaceutical Ltd.
SBHO,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,STEUBEN TR CO HORNELL NY,USA,"Steuben Trust Co. (Hornell, NY)"
SBKFF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,STATE BK INDIA GDR REG S,India,State Bank of India
SBKJY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,STATE BK INDIA 144A,India,State Bank of India
SBKK,OTC Link,04/01/2018,OTCQX U.S. Premier,N,Common Stock,,SUNCREST BK (VISALIA CA),USA,"Suncrest Bank (Visalia, CA)"
SBKO,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SUMMIT BANK OR,USA,"Summit Bank (Eugene, OR)"
SBKT,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SUMNER BANK AND TRUST,USA,Sumner Bank and Trust
SBMFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SINO BIOPHARM ORD,Hong Kong,Sino Biopharmaceutical Ltd.
SBMRF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SABMILLER PLC ORD NEW,United Kingdom,SABMiller plc
SBMSF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,DANAKALI LTD ORD,Australia,Danakali Ltd.
SBNC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,STHN BANCSHARES INC NC,USA,"Southern Bancshares (N.C.), Inc."
SBOEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SCHOELLER BLECKMAN OILFLD,Austria,Schoeller Bleckmann Oilfield Equipment AG
SBOEY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SCHOELLER BLCKMN UNSP/ADR,Austria,Schoeller Bleckmann Oilfield Equipment AG
SBOX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SUPERBOX INC,USA,"Superbox, Inc."
SBRCY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SBERBANK OF RUSSIA S/ADR,Russia,Sberbank of Russia
SBRT,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SOLBRIGHT GROUP INC,USA,"Solbright Group, Inc."
SBSAA,OTC Link,04/01/2018,OTCQX U.S.,N,Common Stock,A,SPANISH BRDCSTNG SYS A,USA,"Spanish Broadcasting System, Inc."
SBSNF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SCHIBSTED ORD,Norway,Schibsted ASA
SBSNY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SCHIBSTED UNSP/ADR,Norway,Schibsted ASA
SBTB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SBT BANCORP INC (CT),USA,"SBT Bancorp, Inc."
SBUM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SILVER BUCKLE MINES,USA,"Silver Buckle Mines, Inc"
SCAY,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SENECA-CAYUGA BNCRP INC,USA,"Seneca-Cayuga Bancorp, Inc."
SCBFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,STANDARD CHARTERED PLC,United Kingdom,Standard Chartered PLC
SCBH,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SEACOAST COMMERCE BANC HL,USA,Seacoast Commerce Banc Holdings
SCBS,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,STHN COMMUTY BNCSHS INC,USA,"Southern Community Bancshares, Inc."
SCBZ,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SCOOBEEZ GLOBAL INC,USA,Scoobeez Global Inc.
SCCYF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SCYTHIAN BIOSCIENCES ORD,Canada,Scythian Biosciences Corp
SCDA,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,B- SCADA INC,USA,B-Scada Inc.
SCEXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SARACEN MINERAL HLDGS ORD,Australia,Saracen Mineral Holdings Ltd.
SCFR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SECURITY FIRST INT HL NEW,USA,"Security First International Holdings, Inc."
SCGEY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SHOUGANG CNC I/E UNSP/ADR,China,"Shougang Concord International Enterprises Co., Ltd."
SCGLF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SOCIETE GENERLE ORD,France,Societe Generale
SCGLY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SOCIETE GENL FRNCE S/ADR,France,Societe Generale
SCGPY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SERCO GROUP PLC SP/ADR,United Kingdom,Serco Group Plc.
SCGX,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SAXON CAPITAL GROUP INC,USA,Saxon Capital Group Inc.
SCGY,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SCIENTIFIC ENERGY INC,USA,"Scientific Energy, Inc."
SCHS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SMARTCHASE CORP,Canada,SmartChase Corp.
SCHYF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SANDS CHINA LTD ORD,Hong Kong,Sands China Ltd
SCHYY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SANDS CHINA LTD UNSP/ADR,Hong Kong,Sands China Ltd
SCIA,OTC Link,04/01/2018,OTCQB,N,Common Stock,,SCI ENGINEERED MTRLS INC,USA,"SCI Engineered Materials, Inc."
SCIE,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SPECTRASCIENCE INC,USA,"SpectraSCIENCE, Inc."
SCIL,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SCIENTIFIC LEARNING CORP,USA,Scientific Learning Corp.
SCIO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SCIO DIAMOND TECH CORP,USA,"Scio Diamond Technology, Corp."
SCIXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SUNY CELLULAR COM LTD ORD,Israel,Suny Cellular Communication Ltd.
SCMWY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SWISSCOM AG S/ADR,Switzerland,SwissCom AG
SCNA,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,A,SMART CANNABIS CORP,USA,Smart Cannabis Corp.
SCND,OTC Link,04/01/2018,OTCQB,N,Common Stock,,SCIENTIFIC INDUSTRIES INC,USA,"Scientific Industries, Inc."
SCNG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SC HOLDINGS CORPORATION,Taiwan,SC Holdings Corp.
SCOO,OTC Link,04/01/2018,OTCQB,N,Common Stock,,SCHOOL SPECIALTY INC,USA,"School Specialty, Inc."
SCOR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,COMSCORE INC,USA,"comScore, Inc."
SCPJ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SCOPE INDUSTRIES CALIF,USA,Scope Industries
SCRCQ,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SCRIPSAMERICA INC,USA,ScripsAmerica Inc
SCRH,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SCORES HOLDING CO INC,USA,"Scores Holding Co, Inc."
SCRPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SEMBCORP INDUS LTD ORD,Singapore,SembCorp Industries Ltd.
SCRYY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SCOR S/ADR,France,SCOR
SCSG,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SOUTHCREST FINCL GRP INC,USA,"SouthCrest Financial Group, Inc."
SCTBF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,B,SECURITAS AB B FREE,Sweden,Securitas A B
SCTN,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,SCHIMATIC TECHS INC,USA,Schimatic Technologies Inc
SCTRY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SCENTRE GROUP LTD S/ADR,Australia,Scentre Group
SCVM,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SCIVANTA MEDICAL CORP,USA,Scivanta Medical Corp.
SCVPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SIAM CEMENT PUBLIC CO LTD,Thailand,Siam Cement Public Co. Ltd.
SCVPY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SIAM CEMENT PCL UNSP/ADR,Thailand,Siam Cement Public Co. Ltd.
SCVUF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SIAM CEMENT PCL UTS N/VTG,Thailand,Siam Cement Public Co. Ltd.
SCXLB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,STARRETT (L S) CO B COM,USA,Starrett (L.S.) Co. (The)
SCYT,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SECURITY BANCRP INC TN,USA,"Security Bancorp, Inc."
SCZC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SANTA CRUZ COUNTY BK (CA),USA,Santa Cruz County Bank (CA)
SDAD,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,S H RESOURCES&DEVEL CORP,USA,S.H. Resources & Development Corp.
SDCJF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SUNDANCE ENERGY AUSTRALIA,USA,Sundance Energy Australia Ltd.
SDDFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,A,SIDERAR SA A ORD,Argentina,Siderar SA
SDEV,OTC Link,04/01/2018,OTCQB,N,Common Stock,,SECURITY DEVICES INTL INC,USA,"Security Devices International, Inc."
SDGB,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SSNB INC,USA,"SSNB, Inc."
SDGCF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SUNDRUG CO LTD ORD,,"Sundrug Co., Ltd."
SDIPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SPORTS DIRECT INT PLC ORD,United Kingdom,Sports Direct International Plc.
SDISY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SPORTS DIRECT INT UNS/ADR,United Kingdom,Sports Direct International Plc.
SDLJ,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SCOTTDALE BK & TR CO PA,USA,Scottdale Bank & Trust Co. (The) (PA)
SDMHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SARTORIUS STEDIM BIOTECH,France,Sartorius Stedim Biotech
SDNI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SCANDIA INC NEW,USA,"Scandia, Inc."
SDOIA,OTC Link,04/01/2018,OTCQB,N,Common Stock,A,STANDARD DIVERSIFED OPT A,USA,Standard Diversified Opportunities Inc.
SDOIB,OTC Link,04/01/2018,OTCQB,N,Common Stock,B,STANDARD DIVERSIFED OPT B,USA,Standard Diversified Opportunities Inc.
SDON,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SANDSTON CORP,USA,Sandston Corp.
SDRC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SIDNEY RESOURCES CORP,USA,Sidney Resources Corp.
SDRG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SILVER DRAGON RES INC,Canada,"Silver Dragon Resources, Inc."
SDSS,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SUSPECT DETECTION SYS INC,Israel,"Suspect Detection Systems, Inc."
SDTC,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SENTAIDA TIRE CO LTD,China,Sentaida Tire Company Ltd.
SDVI,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SIGNATURE DEVICES INC,USA,"Signature Devices, Inc."
SDVKF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SANDVIK AB,Sweden,Sandvik AB
SDVKY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SANDVIK AB S/ADR,Sweden,Sandvik AB
SDWHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SOUNDWILL HLDGS LTD NEW,Hong Kong,Soundwill Holdings Ltd.
SDXAY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SODEXO S/ADR,France,Sodexo
SDXOF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SODEXO,France,Sodexo
SEAOF,OTC Link,04/01/2018,OTC Pink No Information,Y,Ordinary Shares,,SEACO LTD ORD,Bermuda,Seaco Ltd.
SEBC,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SOESTRN BANKING CORP,USA,Southeastern Banking Corp.
SECCF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SERCO GROUP PLC ORD,United Kingdom,Serco Group Plc.
SECI,OTC Link,04/01/2018,OTC Pink Limited,N,Common Stock,,SECTOR 10 INC,USA,"Sector 10, Inc."
SECVY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SECHE ENVIRONMNT UNSP/ADR,France,Seche Environment
SECYF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SECURE ENERGY SVCS ORD,Canada,"Secure Energy Services., Inc."
SEDH,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SED INTELLIGENT HOME INC,USA,"SED Intelligent Home, Inc."
SEEK,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,THEDIRECTORY.COM INC,USA,"TheDirectory.com, Inc."
SEEMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SEEING MACHINES LTD,,Seeing Machines Ltd.
SEGI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SYCAMORE ENTMT GROUP INC,Canada,"Sycamore Entertainment Group, Inc."
SEGN,OTC Link,04/01/2018,OTCQB,N,Common Stock,,SUCCESS ENTMT GROUP INTL,USA,"Success Entertainment Group International, Inc."
SEGSY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SIA ENGINEERNG UNSP/ADR,Singapore,SIA Engineering Company Ltd.
SEGXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SEGRO PLC REIT ORD NEW,United Kingdom,Segro Plc REIT
SEGYY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SPT ENERGY GRP UNSP/ADR,,SPT Energy Group Inc
SEHI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,STADIUM ENTMT HLDGS INC,USA,"Stadium Entertainment Holdings, Inc."
SEHKF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SEAHAWK VENTURES INC,Canada,"Seahawk Ventures, Inc."
SEIGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SEMPERIT AG HOLDING ORD,,Semperit Ag Holding
SEIL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SEILON INC,Canada,"Seilon, Inc."
SEKEF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SEIKO EPSON CORP SUWA,Japan,Seiko Epson Corp.
SEKEY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SEIKO EPSON CORP UNSP/ADR,Japan,Seiko Epson Corp.
SELR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,STEELE OCEANIC CORP,USA,Steele Oceanic Corp.
SELSF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,ST ELIAS MINES LTD,Canada,St. Elias Mines Ltd.
SELT,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SELECT-TV-SOLUTIONS INC,USA,"Select-TV Solutions, Inc."
SEMFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SEMAFO INC,Canada,SEMAFO Inc.
SEMUF,OTC Link,04/01/2018,OTC Pink No Information,N,Ordinary Shares,,SIEM INDUSTRIES INC,Cayman Islands,"Siem Industries, Inc."
SENR,OTC Link,04/01/2018,OTCQB,N,Common Stock,,STRATEGIC ENVIR&ENGY RES,USA,"Strategic Environmental & Energy Resources, Inc."
SENY,OTC Link,04/01/2018,OTCQB,N,Common Stock,,SAUER ENERGY INC,USA,"Sauer Energy, Inc."
SENZ,OTC Link,04/01/2018,OTCQB,N,Common Stock,,SPORT ENDURANCE INCORP,USA,Sport Endurance Inc
SEOAY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,STORA ENSO OYJ ADR R SH,Finland,Stora Enso Oyj
SEOJF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,STORA ENSO OYJ ORD,Finland,Stora Enso Oyj
SEOTF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SEINO HOLDINGS CO LTD ORD,,Seino Holdings Co Ltd
SEOVF,OTC Link,04/01/2018,OTCQB,N,Ordinary Shares,,SERNOVA CORP,Canada,Sernova Corp.
SEPGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SUPERGROUP PLC ORD,United Kingdom,Supergroup Plc
SEPGY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SUPERGROUP PLC UNSP/ADR,United Kingdom,Supergroup Plc
SEPJF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SPECTRIS PLC,United Kingdom,Spectris Plc.
SEPJY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SPECTRIS PLC UNSP/ADR,United Kingdom,Spectris Plc.
SERTY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,STHREE PLC SP/ADR,United Kingdom,SThree plc
SESI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SES SOLAR INC,Switzerland,"SES Solar, Inc."
SESMF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SUESS MICROTEC AG,Germany,Suess MicroTec AG
SETO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SETO HOLDINGS INC,USA,"SETO Holdings, Inc."
SEVA,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SEAWAY VALLEY CAP CRP NEW,USA,Seaway Valley Capital Corp.
SEVT,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,SUMMIT ENVRNMNTL CORP,USA,"Summit Environmental Corporation, Inc."
SEXHF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SICHAUN EXPRESSWAY ORD,China,"Sichaun Expressway Co., Ltd."
SEYE,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SIGNATURE EYEWEAR INC,USA,"Signature Eyewear, Inc."
SFBE,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SINO BIOENERGY CORP,China,Sino Bioenergy Corp.
SFBI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SFSB INC,USA,"SFSB, Inc."
SFBK,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SFB BANCORP INC TN,USA,"SFB Bancorp, Inc."
SFBR,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SAFEBRAIN SYSTEMS INC,Canada,"Safebrain Systems, Inc."
SFDL,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SECURITY FEDERAL CORP,USA,Security Federal Corp.
SFDMY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SHANGHAI FUDAN MICREL ADR,China,Shanghai Fudan Microelectronics Co. Ltd.
SFDPF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SPARK INFSTR GRP STPL SEC,Australia,Spark Infrastructured Group
SFEF,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,SANTA FE FINANCIAL CORP,USA,Santa Fe Financial Corp.
SFEG,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SANTA FE GOLD CORP,USA,Santa Fe Gold Corp.
SFFFF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,STE FONCIERE ET PART SA,,Ste. Fonciere et de Participations SA
SFHD,OTC Link,04/01/2018,OTCQB,N,Common Stock,,HUI YING FINCL HLDGS CORP,China,Hui Ying Financial Holdings Corp.
SFHI,OTC Link,04/01/2018,OTCQB,N,Common Stock,,SPORTS FIELD HOLDINGS INC,USA,"Sports Field Holdings, Inc."
SFIGA,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,A,STAR FINCL GROUP INC A,USA,Star Financial Group Inc.
SFIN,OTC Link,04/01/2018,OTC Pink No Information,Y,Common Stock,,SAFETEK INTL INC,USA,"Safetek International, Inc."
SFIO,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SMOKEFREE INNOTEC INC,USA,"Smokefree Innotec, Inc."
SFIV,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SECTOR 5 INC,USA,"Sector 5, Inc."
SFLL,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SAFE LANE SYS INC,USA,"Safe Lane Systems, Inc."
SFNXF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SA SOFINA,Belgium,Sofina SA
SFOR,OTC Link,04/01/2018,OTC Pink Current,N,Common Stock,,STRIKEFORCE TECH INC,USA,"Strikeforce Technologies, Inc."
SFOSF,OTC Link,04/01/2018,OTC Pink Current,N,Other Security Type,,SHANGHAI FOSUN PHARM REG,,Shanghai Fosun Pharmaceutical Group Co Ltd
SFPI,OTC Link,04/01/2018,OTC Pink No Information,N,Common Stock,,SANTA FE PETROLEUM INC,USA,"Santa Fe Petroleum, Inc."
SFRGF,OTC Link,04/01/2018,OTC Pink Current,N,Ordinary Shares,,SALVATORE FERRAGAMO ORD,Italy,Salvatore Ferragamo S.P.A.
SFRGY,OTC Link,04/01/2018,OTC Pink Current,N,American Depository Receipts,,SALVATORE FERRAG UNSP/ADR,Italy,Salvatore Ferragamo S.P.A.
